or_id,status
or_31003458,delivered
or_31003459,delivered
or_31003460,returned
or_31003461,delivered
or_31003462,delivered
or_31003463,delivered
or_31003464,delivered
or_31003465,delivered
or_31003466,delivered
or_31003467,delivered
or_31003468,delivered
or_31003469,delivered
or_31003470,delivered
or_31003471,delivered
or_31003472,delivered
or_31003473,delivered
or_31003474,delivered
or_31003475,delivered
or_31003476,returned
or_31003477,delivered
or_31003478,delivered
or_31003479,delivered
or_31003480,delivered
or_31003481,delivered
or_31003482,returned
or_31003483,delivered
or_31003484,delivered
or_31003485,delivered
or_31003486,delivered
or_31003487,delivered
or_31003488,returned
or_31003489,delivered
or_31003490,delivered
or_31003491,delivered
or_31003492,delivered
or_31003493,delivered
or_31003494,returned
or_31003494,returned
or_31003495,delivered
or_31003496,returned
or_31003497,delivered
or_31003498,delivered
or_31003499,delivered
or_31003500,delivered
or_31003501,delivered
or_31003502,returned
or_31003503,delivered
or_31003504,delivered
or_31003505,delivered
or_31003506,delivered
or_31003507,delivered
or_31003508,delivered
or_31003509,delivered
or_31003510,delivered
or_31003511,returned
or_31003512,delivered
or_31003513,delivered
or_31003514,returned
or_31003515,delivered
or_31003516,delivered
or_31003517,delivered
or_31003518,returned
or_31003519,delivered
or_31003520,delivered
or_31003521,delivered
or_31003522,delivered
or_31003523,delivered
or_31003524,delivered
or_31003525,delivered
or_31003526,returned
or_31003527,delivered
or_31003528,delivered
or_31003529,delivered
or_31003530,returned
or_31003531,delivered
or_31003532,delivered
or_31003533,returned
or_31003534,returned
or_31003535,delivered
or_31003536,delivered
or_31003537,delivered
or_31003538,delivered
or_31003539,delivered
or_31003540,returned
or_31003540,returned
or_31003541,delivered
or_31003542,delivered
or_31003543,delivered
or_31003544,delivered
or_31003545,delivered
or_31003546,returned
or_31003547,delivered
or_31003548,delivered
or_31003549,delivered
or_31003550,delivered
or_31003551,delivered
or_31003552,delivered
or_31003553,returned
or_31003554,delivered
or_31003555,delivered
or_31003556,delivered
or_31003557,delivered
or_31003558,delivered
or_31003559,delivered
or_31003560,returned
or_31003561,delivered
or_31003562,delivered
or_31003563,delivered
or_31003564,delivered
or_31003565,delivered
or_31003566,returned
or_31003566,returned
or_31003567,delivered
or_31003568,returned
or_31003569,delivered
or_31003570,delivered
or_31003571,delivered
or_31003572,delivered
or_31003573,delivered
or_31003574,delivered
or_31003575,delivered
or_31003576,delivered
or_31003577,delivered
or_31003578,delivered
or_31003579,returned
or_31003580,delivered
or_31003581,delivered
or_31003582,delivered
or_31003583,delivered
or_31003584,delivered
or_31003585,delivered
or_31003586,delivered
or_31003587,delivered
or_31003588,returned
or_31003589,delivered
or_31003590,returned
or_31003591,delivered
or_31003592,delivered
or_31003593,delivered
or_31003594,delivered
or_31003595,delivered
or_31003596,delivered
or_31003597,delivered
or_31003598,delivered
or_31003599,delivered
or_31003600,delivered
or_31003601,delivered
or_31003602,delivered
or_31003603,delivered
or_31003604,delivered
or_31003605,delivered
or_31003606,delivered
or_31003607,delivered
or_31003608,delivered
or_31003609,delivered
or_31003610,returned
or_31003611,delivered
or_31003612,returned
or_31003613,delivered
or_31003614,delivered
or_31003615,delivered
or_31003616,delivered
or_31003617,delivered
or_31003618,delivered
or_31003619,returned
or_31003620,delivered
or_31003621,delivered
or_31003622,delivered
or_31003623,returned
or_31003624,delivered
or_31003625,delivered
or_31003626,delivered
or_31003627,delivered
or_31003628,delivered
or_31003629,delivered
or_31003630,delivered
or_31003631,returned
or_31003632,delivered
or_31003633,delivered
or_31003634,delivered
or_31003635,delivered
or_31003636,returned
or_31003636,returned
or_31003637,delivered
or_31003638,delivered
or_31003639,returned
or_31003640,delivered
or_31003641,delivered
or_31003642,delivered
or_31003643,returned
or_31003644,delivered
or_31003645,delivered
or_31003646,delivered
or_31003647,returned
or_31003648,delivered
or_31003649,delivered
or_31003650,delivered
or_31003651,delivered
or_31003652,delivered
or_31003653,returned
or_31003654,delivered
or_31003655,delivered
or_31003656,delivered
or_31003657,delivered
or_31003658,delivered
or_31003659,delivered
or_31003660,delivered
or_31003661,delivered
or_31003662,delivered
or_31003663,delivered
or_31003664,delivered
or_31003665,delivered
or_31003666,delivered
or_31003667,returned
or_31003668,delivered
or_31003669,delivered
or_31003670,delivered
or_31003671,returned
or_31003672,returned
or_31003673,delivered
or_31003674,delivered
or_31003675,delivered
or_31003676,delivered
or_31003677,returned
or_31003677,returned
or_31003678,delivered
or_31003679,delivered
or_31003680,delivered
or_31003681,delivered
or_31003682,delivered
or_31003683,delivered
or_31003684,delivered
or_31003685,returned
or_31003686,delivered
or_31003687,delivered
or_31003688,delivered
or_31003689,returned
or_31003690,delivered
or_31003691,delivered
or_31003692,returned
or_31003693,delivered
or_31003694,delivered
or_31003695,delivered
or_31003696,delivered
or_31003697,delivered
or_31003698,delivered
or_31003699,delivered
or_31003700,delivered
or_31003701,delivered
or_31003702,delivered
or_31003703,delivered
or_31003704,returned
or_31003705,delivered
or_31003706,delivered
or_31003707,delivered
or_31003708,delivered
or_31003709,returned
or_31003710,delivered
or_31003711,returned
or_31003712,delivered
or_31003713,delivered
or_31003714,delivered
or_31003715,delivered
or_31003716,delivered
or_31003717,delivered
or_31003718,delivered
or_31003719,delivered
or_31003720,delivered
or_31003721,delivered
or_31003722,delivered
or_31003723,delivered
or_31003724,delivered
or_31003725,delivered
or_31003726,delivered
or_31003727,delivered
or_31003728,returned
or_31003729,delivered
or_31003730,delivered
or_31003731,delivered
or_31003732,delivered
or_31003733,delivered
or_31003734,delivered
or_31003735,delivered
or_31003736,delivered
or_31003737,returned
or_31003738,delivered
or_31003739,delivered
or_31003740,delivered
or_31003741,delivered
or_31003742,delivered
or_31003743,delivered
or_31003744,delivered
or_31003745,delivered
or_31003746,returned
or_31003747,delivered
or_31003748,delivered
or_31003749,delivered
or_31003750,delivered
or_31003751,returned
or_31003752,delivered
or_31003753,delivered
or_31003754,delivered
or_31003755,returned
or_31003756,delivered
or_31003757,delivered
or_31003758,returned
or_31003759,returned
or_31003760,delivered
or_31003761,delivered
or_31003762,delivered
or_31003763,delivered
or_31003764,delivered
or_31003765,delivered
or_31003766,delivered
or_31003767,delivered
or_31003768,delivered
or_31003769,delivered
or_31003770,delivered
or_31003771,delivered
or_31003772,delivered
or_31003773,delivered
or_31003774,returned
or_31003775,delivered
or_31003776,delivered
or_31003777,delivered
or_31003778,delivered
or_31003779,delivered
or_31003780,delivered
or_31003781,delivered
or_31003782,delivered
or_31003783,delivered
or_31003784,delivered
or_31003785,delivered
or_31003786,returned
or_31003787,delivered
or_31003788,delivered
or_31003789,returned
or_31003790,delivered
or_31003791,delivered
or_31003792,returned
or_31003793,delivered
or_31003794,delivered
or_31003795,delivered
or_31003796,delivered
or_31003797,delivered
or_31003798,delivered
or_31003799,delivered
or_31003800,delivered
or_31003801,returned
or_31003801,returned
or_31003802,delivered
or_31003803,delivered
or_31003804,delivered
or_31003805,delivered
or_31003806,delivered
or_31003807,delivered
or_31003808,delivered
or_31003809,returned
or_31003810,delivered
or_31003811,returned
or_31003812,delivered
or_31003813,delivered
or_31003814,delivered
or_31003815,delivered
or_31003816,returned
or_31003816,returned
or_31003817,delivered
or_31003818,returned
or_31003818,returned
or_31003819,delivered
or_31003820,delivered
or_31003821,delivered
or_31003822,delivered
or_31003823,delivered
or_31003824,delivered
or_31003825,delivered
or_31003826,delivered
or_31003827,delivered
or_31003828,delivered
or_31003829,returned
or_31003830,delivered
or_31003831,delivered
or_31003832,delivered
or_31003833,delivered
or_31003834,delivered
or_31003835,delivered
or_31003836,delivered
or_31003837,delivered
or_31003838,delivered
or_31003839,delivered
or_31003840,delivered
or_31003841,delivered
or_31003842,delivered
or_31003843,delivered
or_31003844,returned
or_31003845,delivered
or_31003846,delivered
or_31003847,returned
or_31003848,delivered
or_31003849,delivered
or_31003850,delivered
or_31003851,delivered
or_31003852,delivered
or_31003853,delivered
or_31003854,delivered
or_31003855,delivered
or_31003856,delivered
or_31003857,delivered
or_31003858,returned
or_31003859,delivered
or_31003860,delivered
or_31003861,delivered
or_31003862,delivered
or_31003863,delivered
or_31003864,delivered
or_31003865,delivered
or_31003866,returned
or_31003867,delivered
or_31003868,delivered
or_31003869,returned
or_31003870,returned
or_31003871,delivered
or_31003872,delivered
or_31003873,delivered
or_31003874,delivered
or_31003875,delivered
or_31003876,returned
or_31003877,delivered
or_31003878,returned
or_31003879,delivered
or_31003880,returned
or_31003880,returned
or_31003881,delivered
or_31003882,delivered
or_31003883,delivered
or_31003884,delivered
or_31003885,returned
or_31003886,delivered
or_31003887,delivered
or_31003888,delivered
or_31003889,delivered
or_31003890,delivered
or_31003891,delivered
or_31003892,delivered
or_31003893,returned
or_31003894,delivered
or_31003895,delivered
or_31003896,delivered
or_31003897,delivered
or_31003898,returned
or_31003899,returned
or_31003900,delivered
or_31003901,delivered
or_31003902,returned
or_31003903,delivered
or_31003904,delivered
or_31003905,delivered
or_31003906,delivered
or_31003907,delivered
or_31003908,delivered
or_31003909,delivered
or_31003910,delivered
or_31003911,delivered
or_31003912,delivered
or_31003913,delivered
or_31003914,delivered
or_31003915,returned
or_31003916,delivered
or_31003917,delivered
or_31003918,delivered
or_31003919,delivered
or_31003920,delivered
or_31003921,returned
or_31003922,delivered
or_31003923,returned
or_31003924,delivered
or_31003925,delivered
or_31003926,delivered
or_31003927,delivered
or_31003928,delivered
or_31003929,delivered
or_31003930,delivered
or_31003931,delivered
or_31003932,delivered
or_31003933,delivered
or_31003934,returned
or_31003935,delivered
or_31003936,delivered
or_31003937,delivered
or_31003938,delivered
or_31003939,delivered
or_31003940,delivered
or_31003941,returned
or_31003942,delivered
or_31003943,delivered
or_31003944,delivered
or_31003945,delivered
or_31003946,delivered
or_31003947,delivered
or_31003948,delivered
or_31003949,returned
or_31003950,returned
or_31003951,delivered
or_31003952,delivered
or_31003953,returned
or_31003954,delivered
or_31003955,delivered
or_31003956,delivered
or_31003957,delivered
or_31003958,delivered
or_31003959,delivered
or_31003960,delivered
or_31003961,delivered
or_31003962,delivered
or_31003963,delivered
or_31003964,delivered
or_31003965,delivered
or_31003966,returned
or_31003967,delivered
or_31003968,delivered
or_31003969,delivered
or_31003970,delivered
or_31003971,returned
or_31003972,delivered
or_31003973,returned
or_31003974,delivered
or_31003975,delivered
or_31003976,delivered
or_31003977,delivered
or_31003978,delivered
or_31003979,delivered
or_31003980,returned
or_31003980,returned
or_31003980,returned
or_31003981,delivered
or_31003982,returned
or_31003983,returned
or_31003984,delivered
or_31003985,delivered
or_31003986,delivered
or_31003987,delivered
or_31003988,delivered
or_31003989,delivered
or_31003990,delivered
or_31003991,returned
or_31003992,returned
